nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,distance_x_jA,distance_y_jA,zone_joueur_jA,distance_x_jB,distance_y_jB,zone_joueur_jB,joueurA,joueurB,num_point
FAN-ZHENDONG,74634,74659,garcon,revers,5,att/att,FAN-ZHENDONG,,defensif,m2,,-96.0838,286.68457,h7,59.104187,-164.50427,g4,FAN-ZHENDONG,TRULS-MOREGARD,88
TRULS-MOREGARD,74660,74677,garcon,coup_droit,5,att/att,TRULS-MOREGARD,,defensif,d2,,-95.36383,203.93005,h5,39.31372,-204.62311,g5,FAN-ZHENDONG,TRULS-MOREGARD,88
FAN-ZHENDONG,74678,74703,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,defensif,g2,,-64.929504,263.80646,g6,42.84912,-220.87149,g5,FAN-ZHENDONG,TRULS-MOREGARD,88
TRULS-MOREGARD,74704,74780,garcon,coup_droit,5,att/att,serveur_point_contre,,defensif,d1,pt_gagne,-10.91217,299.14008,m7,-12.021118,-168.64844,m4,FAN-ZHENDONG,TRULS-MOREGARD,88
FAN-ZHENDONG,75871,75877,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,-62.5932,263.73126,g6,77.94855,-87.06186,h3,FAN-ZHENDONG,TRULS-MOREGARD,89
TRULS-MOREGARD,75878,75889,garcon,revers,5,att/att,TRULS-MOREGARD,,intermediaire,m3,,-52.31653,269.6582,g6,53.629517,-109.88757,g4,FAN-ZHENDONG,TRULS-MOREGARD,89
FAN-ZHENDONG,75890,75900,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,intermediaire,g3,,-51.220093,282.06604,g7,52.145874,-152.67554,g4,FAN-ZHENDONG,TRULS-MOREGARD,89
TRULS-MOREGARD,75901,75917,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,out,-56.22119,325.07898,g8,66.16913,-184.37534,g5,FAN-ZHENDONG,TRULS-MOREGARD,89
FAN-ZHENDONG,76275,76281,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,-60.435974,257.37653,g6,78.55878,-137.0,h4,FAN-ZHENDONG,TRULS-MOREGARD,90
TRULS-MOREGARD,76282,76293,garcon,coup_droit,5,att/att,TRULS-MOREGARD,,defensif,d3,,-55.14801,250.90259,g6,52.922974,-137.0,g4,FAN-ZHENDONG,TRULS-MOREGARD,90
FAN-ZHENDONG,76294,76304,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,intermediaire,d2,,-18.32013,265.42993,m6,17.478943,-192.60858,m5,FAN-ZHENDONG,TRULS-MOREGARD,90
TRULS-MOREGARD,76305,76313,garcon,coup_droit,5,att/att,serveur_point_contre,,offensif,g3,pt_gagne,-7.401184,335.25757,m8,-25.985535,-113.58624,d4,FAN-ZHENDONG,TRULS-MOREGARD,90
TRULS-MOREGARD,76645,76658,garcon,coup_droit,5,att/att,TRULS-MOREGARD,lat_droit,,g2,,-96.579834,213.72021,h5,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,91
FAN-ZHENDONG,76659,76676,garcon,revers,5,att/att,FAN-ZHENDONG,,defensif,g2,,-71.0647,267.14032,g6,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,91
TRULS-MOREGARD,76677,76686,garcon,revers,5,att/att,TRULS-MOREGARD,,intermediaire,m3,,-73.3006,270.344,g6,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,91
FAN-ZHENDONG,76687,76710,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,filet,-81.43378,283.08362,h7,-400,-400,f8,FAN-ZHENDONG,TRULS-MOREGARD,91
TRULS-MOREGARD,77050,77074,garcon,coup_droit,5,att/att,TRULS-MOREGARD,lat_droit,,d3,,-80.702515,213.27429,h5,66.43439,-117.6134,g4,FAN-ZHENDONG,TRULS-MOREGARD,92
FAN-ZHENDONG,77075,77084,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,intermediaire,g3,,-65.89722,257.5495,g6,40.843933,-98.34943,g4,FAN-ZHENDONG,TRULS-MOREGARD,92
TRULS-MOREGARD,77085,77095,garcon,revers,5,att/att,TRULS-MOREGARD,,intermediaire,m3,,-50.429016,312.74207,g7,21.170898,-133.09201,m4,FAN-ZHENDONG,TRULS-MOREGARD,92
FAN-ZHENDONG,77096,77124,garcon,revers,5,att/att,serveur_point_pour,,intermediaire,,filet,-66.71393,307.2279,g7,45.286926,-160.57642,g4,FAN-ZHENDONG,TRULS-MOREGARD,92
FAN-ZHENDONG,77664,77700,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,m2,,-73.67267,282.82227,g7,90.56354,-34.878784,h3,FAN-ZHENDONG,TRULS-MOREGARD,93
TRULS-MOREGARD,77701,77711,garcon,coup_droit,5,att/att,TRULS-MOREGARD,,defensif,m2,,-41.041504,253.6156,g6,58.83362,-125.336365,g4,FAN-ZHENDONG,TRULS-MOREGARD,93
FAN-ZHENDONG,77712,77727,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,defensif,g3,,-22.183167,265.55518,m6,39.18219,-121.440094,g4,FAN-ZHENDONG,TRULS-MOREGARD,93
TRULS-MOREGARD,77728,77738,garcon,revers,5,att/att,TRULS-MOREGARD,,intermediaire,g3,,-64.68329,297.96014,g7,39.18219,-121.440094,g4,FAN-ZHENDONG,TRULS-MOREGARD,93
FAN-ZHENDONG,77739,77750,garcon,revers,5,att/att,serveur_point_pour,,offensif,,filet,-89.44391,338.38245,h8,72.58661,-137.0,g4,FAN-ZHENDONG,TRULS-MOREGARD,93
FAN-ZHENDONG,78638,78664,garcon,coup_droit,5,att/att,FAN-ZHENDONG,lat_droit,,d2,,92.58154,-57.092865,h3,-77.08942,273.594,h6,FAN-ZHENDONG,TRULS-MOREGARD,94
TRULS-MOREGARD,78665,78675,garcon,coup_droit,5,att/att,TRULS-MOREGARD,,defensif,g3,,46.9834,-152.6821,g4,-18.36908,262.3083,m6,FAN-ZHENDONG,TRULS-MOREGARD,94
FAN-ZHENDONG,78676,78686,garcon,revers,5,att/att,FAN-ZHENDONG,,intermediaire,m2,,24.69159,-98.29889,m4,-2.9605103,258.68732,m6,FAN-ZHENDONG,TRULS-MOREGARD,94
TRULS-MOREGARD,78687,78699,garcon,revers,5,att/att,TRULS-MOREGARD,,intermediaire,m3,,75.82117,-121.48624,g4,-67.09094,294.96698,g7,FAN-ZHENDONG,TRULS-MOREGARD,94
FAN-ZHENDONG,78700,78721,garcon,coup_droit,5,att/att,FAN-ZHENDONG,,defensif,m3,,63.253113,-144.81412,g4,-99.889465,326.7,h8,FAN-ZHENDONG,TRULS-MOREGARD,94
TRULS-MOREGARD,78722,78731,garcon,coup_droit,5,att/att,serveur_point_contre,,offensif,d3,pt_gagne,49.548035,-148.74667,g4,-98.99158,233.13837,h6,FAN-ZHENDONG,TRULS-MOREGARD,94
TRULS-MOREGARD,79441,79460,garcon,coup_droit,5,att/att,TRULS-MOREGARD,lat_gauche,,g3,,-89.86658,223.22754,h5,63.572266,-184.38531,g5,FAN-ZHENDONG,TRULS-MOREGARD,95
FAN-ZHENDONG,79461,79469,garcon,revers,5,att/att,serveur_point_contre,,offensif,d2,pt_gagne,-81.2912,242.19281,h6,65.052795,-56.914,g4,FAN-ZHENDONG,TRULS-MOREGARD,95
