nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,distance_x_jA,distance_y_jA,zone_joueur_jA,distance_x_jB,distance_y_jB,zone_joueur_jB,competition,match,joueurA,joueurB,droitier_gaucher_joueurA,droitier_gaucher_joueurB,prise_joueurA,prise_joueurB
LEBRUN_FELIX,8451,8477,garcon,revers,1,att/att,serveur_point_contre,,offensif,,out,0,0,0,0,0,0,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
FLORE_TRISTAN,0,5,garcon,coup_droit,1,att/att,FLORE_TRISTAN,lat_droit,,m1,,-96.109619140625,163.40032958984375,h4,9.82037353515625,-142.60189819335938,m4,2023_match_fonctionnel_tests,2023_match_fonctionnel_tests_flore_boll,FLORE_TRISTAN,BOLL_TIMO,gaucher,droitier,europeenne,europeenne
BOLL_TIMO,9,38,garcon,revers,1,att/att,BOLL_TIMO,,offensif,m3,,-49.513427734375,222.86444091796875,g5,35.54290771484375,-147.10504150390625,g4,2023_match_fonctionnel_tests,2023_match_fonctionnel_tests_flore_boll,FLORE_TRISTAN,BOLL_TIMO,gaucher,droitier,europeenne,europeenne
FLORE_TRISTAN,39,58,garcon,revers,1,att/att,FLORE_TRISTAN,,offensif,m3,,-94.94195556640625,168.79730224609375,h4,46.59356689453125,-127.52572631835938,g4,2023_match_fonctionnel_tests,2023_match_fonctionnel_tests_flore_boll,FLORE_TRISTAN,BOLL_TIMO,gaucher,droitier,europeenne,europeenne
BOLL_TIMO,59,81,garcon,revers,1,att/att,BOLL_TIMO,,defensif,m3,,-75.30859375,192.1641845703125,g5,41.0811767578125,-137.29244995117188,g4,2023_match_fonctionnel_tests,2023_match_fonctionnel_tests_flore_boll,FLORE_TRISTAN,BOLL_TIMO,gaucher,droitier,europeenne,europeenne
FLORE_TRISTAN,82,101,garcon,revers,1,att/att,FLORE_TRISTAN,,offensif,g3,,-94.94195556640625,168.79730224609375,h4,46.59356689453125,-127.52572631835938,g4,2023_match_fonctionnel_tests,2023_match_fonctionnel_tests_flore_boll,FLORE_TRISTAN,BOLL_TIMO,gaucher,droitier,europeenne,europeenne
BOLL_TIMO,102,122,garcon,coup_droit,1,att/att,BOLL_TIMO,,offensif,g2,,-81.825439453125,184.4080810546875,h5,43.27178955078125,-131.99981689453125,g4,2023_match_fonctionnel_tests,2023_match_fonctionnel_tests_flore_boll,FLORE_TRISTAN,BOLL_TIMO,gaucher,droitier,europeenne,europeenne
FLORE_TRISTAN,123,140,garcon,revers,1,att/att,serveur_point_contre,,defensif,,filet,-93.87841796875,168.061767578125,h4,57.54144287109375,-108.12857055664062,g4,2023_match_fonctionnel_tests,2023_match_fonctionnel_tests_flore_boll,FLORE_TRISTAN,BOLL_TIMO,gaucher,droitier,europeenne,europeenne
FLORE_TRISTAN,0,5,garcon,coup_droit,1,att/att,FLORE_TRISTAN,lat_droit,,m1,,-96.109619140625,163.40032958984375,h4,9.82037353515625,-142.60189819335938,m4,2023_match_fonctionnel_tests,flore_boll2,BOLL_TIMO,FLORE_TRISTAN,gaucher,droitier,europeenne,europeenne
BOLL_TIMO,9,38,garcon,revers,1,att/att,BOLL_TIMO,,offensif,m3,,-49.513427734375,222.86444091796875,g5,35.54290771484375,-147.10504150390625,g4,2023_match_fonctionnel_tests,flore_boll2,BOLL_TIMO,FLORE_TRISTAN,gaucher,droitier,europeenne,europeenne
FLORE_TRISTAN,39,58,garcon,revers,1,att/att,FLORE_TRISTAN,,offensif,m3,,-94.94195556640625,168.79730224609375,h4,46.59356689453125,-127.52572631835938,g4,2023_match_fonctionnel_tests,flore_boll2,BOLL_TIMO,FLORE_TRISTAN,gaucher,droitier,europeenne,europeenne
BOLL_TIMO,59,81,garcon,revers,1,att/att,BOLL_TIMO,,defensif,m3,,-75.30859375,192.1641845703125,g5,41.0811767578125,-137.29244995117188,g4,2023_match_fonctionnel_tests,flore_boll2,BOLL_TIMO,FLORE_TRISTAN,gaucher,droitier,europeenne,europeenne
FLORE_TRISTAN,82,101,garcon,revers,1,att/att,FLORE_TRISTAN,,offensif,g3,,-94.94195556640625,168.79730224609375,h4,46.59356689453125,-127.52572631835938,g4,2023_match_fonctionnel_tests,flore_boll2,BOLL_TIMO,FLORE_TRISTAN,gaucher,droitier,europeenne,europeenne
BOLL_TIMO,102,122,garcon,coup_droit,1,att/att,BOLL_TIMO,,offensif,g2,,-81.825439453125,184.4080810546875,h5,43.27178955078125,-131.99981689453125,g4,2023_match_fonctionnel_tests,flore_boll2,BOLL_TIMO,FLORE_TRISTAN,gaucher,droitier,europeenne,europeenne
FLORE_TRISTAN,123,140,garcon,revers,1,att/att,serveur_point_contre,,defensif,,filet,-93.87841796875,168.061767578125,h4,57.54144287109375,-108.12857055664062,g4,2023_match_fonctionnel_tests,flore_boll2,BOLL_TIMO,FLORE_TRISTAN,gaucher,droitier,europeenne,europeenne
